公司	年	月	日	季底普通股市值	ROE(A)－稅後	營業毛利率	稅後淨利成長率	自由現金流量(D)	ROE標準差(Rolling三年)	流動比率	負債比率	利息保障倍數	現金股利率	CAPM_Beta 一年	收盤價(元)_年	近一年報酬率 %	下一年成長
6655 科定	2016	12	30		12.28	52.53	-14.75	-1163743	2.83148371	260.9	57.86	13.78					0.3332
6655 科定	2017	12	29	3635478	11.84	55.32	12.29	-645943	3.350089551	187.88	63.94	7.98	2.66			0.3332	-17.1088
6655 科定	2018	12	28	3330400	11.81	55.61	24.92	-645224	0.263122278	209.26	62.79	7.32	4		53.32	-17.1088	-13.4943
6655 科定	2019	12	31	3115050	6.91	48.8	-27.38	69235	2.837716218	232.32	56.22	4.54	4.6	0.1127	32.05	-13.4943	29.8247
6655 科定	2020	12	31	3772368	12.27	50.03	89.17	95647	2.970723818	341.32	56.91	8.84	14.84	0.224	41.63	29.8247	
6661 威健生技	2012	12	28			45.5				149.37	63.63						
6661 威健生技	2013	12	31							91.66	65.07						
6661 威健生技	2014	12	31		23.4	43.43		-85826		188.29	48.65	9.18					
6661 威健生技	2015	12	31		13.58	48.03	-23.14	-58150		326.2	29.06	20.65					
6661 威健生技	2016	12	30		2.03	45.88	-80.81	1590	10.69666459	360.02	26.19	11.02					0.8696
6661 威健生技	2017	12	29	444744	11.07	44.9	478.42	14074	6.074868997	313.82	28.32	41.23	1.34			0.8696	-1.3389
6661 威健生技	2018	12	28	423397	12.06	46.35	19.86	19181	5.527244642	265.76	31.96	55.45	6.17			-1.3389	45.0764
6661 威健生技	2019	12	31	579712	12.42	41.81	8.86	49281	0.699070812	215.88	40.62	126.31	4.79			45.0764	35.3685
6661 威健生技	2020	12	31	749485	11.83	40.77	-3.56	45600	0.297377426	276.22	29.85	57.78	3.43			35.3685	
6662 樂斯科	2012	12	28			40.99				398.06	17.83						
6662 樂斯科	2013	12	31							485.93	15.97						
6662 樂斯科	2014	12	31		19.24	41.21		38841		400.4	21.34	292.68					
6662 樂斯科	2015	12	31		16.57	43.89	-13.73	42897		457.56	18.6	181.51					
6662 樂斯科	2016	12	30		15.16	41.7	5.9	3830	2.072172773	392.49	19.61	211.26					
6662 樂斯科	2017	12	29		17.11	37.02	32.12	50179	1.006826698	435.88	16.31	319.34					76.2721
5289 宜鼎	2018	12	28	7894766	23.33	24.67	16.36	320047	4.388940647	304.66	24.25	538.44	5.94	1.2407	86	-12.1856	83.0005
6662 樂斯科	2019	12	31	977098	13.64	36.3	3.47	-53384	1.782105496	708.21	12.1	274.78	4.98	0.5908	34.24	8.3238	-3.13
6662 樂斯科	2020	12	31	904104	13.43	43.59	14.24	9633	1.4731033	602.32	20.63	103.22	5.67	0.7194	33.17	-3.13	
6664 群翊	2012	12	28			38.94				183.41	42.21						
6664 群翊	2013	12	31							225.67	32.34						
6664 群翊	2014	12	31		14.37	33.47		168198		193.05	36.34	16268.27					
6664 群翊	2015	12	31		18.07	37.54	42.02	-9002		195.86	39.47	383.67					
6664 群翊	2016	12	30		11.54	36.36	-39.73	378635	3.274645019	173.44	47.27	192.69					10.3623
6664 群翊	2017	12	29	3200500	19.34	38.3	57.77	185327	4.185168256	160.13	50.46	178.63	6.25			10.3623	-10.9092
6664 群翊	2018	12	28	2695000	16.69	33.45	3.2	-8192	3.966211458	162.15	51.22	169.94	8.16	0.8364	40.47	-10.9092	42.6007
6664 群翊	2019	12	31	3591500	16.64	36.85	13.14	362421	1.544614299	173.33	45.12	233.79	6.43	0.9872	57.75	42.6007	5.7255
6664 群翊	2020	12	31	3564000	16.71	44.51	4.64	328874	0.036055513	155.43	49.77	324.3	6.64	0.9102	61.02	5.7255	
6666 羅麗芬-KY	2015	12	31			54.21				59.06	99.03						
6666 羅麗芬-KY	2016	12	30		185.79	51.75	626.61	-12465		92.09	80.82						
6666 羅麗芬-KY	2017	12	29		47.8	60.36	183.49	-580504		320.93	27.76						69.5239
6666 羅麗芬-KY	2018	12	28	7668240	33.01	67.04	79.68	-343985	84.26319145	453.28	19.98		3.93	2.1775	144.45	69.5239	12.5778
6666 羅麗芬-KY	2019	12	31	8363982	28.08	67.77	15.42	585708	10.26261338	499.92	15.82	5751.91	3.97	0.7417	162.57	12.5778	-39.6098
6666 羅麗芬-KY	2020	12	31	4786188	5.95	61.29	-79.12	284807	14.41229452	423.15	20.97	78.52	1.98	0.9442	98.19	-39.6098	
6667 信紘科	2012	12	28			20.64				204.02	48.24						
6667 信紘科	2013	12	31							196.43	47.13						
6667 信紘科	2014	12	31		35.11	32.56		42912		205.04	43.33	263.93					
6667 信紘科	2015	12	31		26.69	20.73	-3.5	23998		184.57	46.09	88.81					
6667 信紘科	2016	12	30		18.96	21.04	-8.07	-612199	8.077456283	182.76	66.54	39.13					22.0792
6667 信紘科	2017	12	29	1451311	19.18	28.29	24.47	121583	4.400784021	252.02	54.5	16.32	6.47			22.0792	12.1014
6667 信紘科	2018	12	28	1442042	13.93	24.39	-14.64	10437	2.969618382	248.12	50.69	17.28	6.75	0.3412	35.77	12.1014	85.5016
6667 信紘科	2019	12	31	2506147	5.14	14.17	-61.15	101859	7.093990414	189.63	56.93	7.33	2.8	0.8599	66.42	85.5016	-1.9209
6667 信紘科	2020	12	31	2669104	8.48	18.52	82.65	-119476	4.43700725	269.66	47.08	12.44	2.47	1.3986	65.56	-1.9209	
6668 中揚光	2013	12	31							124.36	45.36						
6668 中揚光	2014	12	31		13.57	26.9		-14494		134.57	43.2	7.27					
6668 中揚光	2015	12	31		67.44	46.57	998.37	-14611		138.78	52.77	42.58					
6668 中揚光	2016	12	30		32.06	52.73	118.95	-163783	27.37274009	127.57	46.62	58.08					141.3793
6668 中揚光	2017	12	29	8405740	26.75	53.2	138	-816315	22.11943565	247.47	29.81	68.75	1.43			141.3793	50.1724
6668 中揚光	2018	12	28	5960776	9.15	40.41	-42.3	-256608	11.99183194	162.19	31.36	27.18	1.15		84.54	50.1724	5.7992
6668 中揚光	2019	12	31	6203154	6.62	38.62	-14.22	-285824	10.96492742	152.18	48.3	13.51	0.88	1.1977	85.09	5.7992	-38.1116
6668 中揚光	2020	12	31	3785981	6.38	37.38	2.41	-451984	1.534676948	274.9	43.87	11.5	2.08	1.6278	52.67	-38.1116	
6669 緯穎	2013	12	31							106.14	91.85						
6669 緯穎	2014	12	31		19.9	12.22		-363054		142.69	67.94	18.95					
6669 緯穎	2015	12	31		35.43	10.54	239.62	-60406		116.96	85.29	33.4					
6669 緯穎	2016	12	30		22.87	5.39	13.86	-576141	8.243739038	118.63	84.21	11.21					21.7057
6669 緯穎	2017	12	29	14459356	50.11	4.95	288.24	159968	13.63374246	112.42	88.34	8.77	3.53			21.7057	161.285
6669 緯穎	2018	12	28	42111756	80.87	5.88	361.54	-7441193	29.01779684	233.09	61.79	24.61	6.63			161.285	167.7379
6669 緯穎	2019	12	31	110893860	39.81	6.94	10.61	2500652	21.36270582	168.58	58.01	24.98	3.63	0.91	597.44	167.7379	14.0333
6669 緯穎	2020	12	31	123087360	38.49	8.19	39.56	-638786	24.09609374	212.77	55.2	36.78	4.55	1.0981	680.92	14.0333	
6670 復盛應用	2013	12	31							138.09	59.12						
6670 復盛應用	2014	12	31		28.37	19.52		982400		157.34	53.38	68					
6670 復盛應用	2015	12	31		46.95	20.26	16.01	5013202		98.94	78.48	109.38					
6670 復盛應用	2016	12	30		85.94	22.57	-7.62	1749390	29.38180106	98.32	80.56	56.2					19.0285
6670 復盛應用	2017	12	29	17409210	59.53	23.7	-5.97	-45619	19.8996005	125.2	64.16	58.68	6.12			19.0285	32.9167
6670 復盛應用	2018	12	28	20899285	45.36	24.59	41.24	-327765	20.59536113	187.65	42.71	98	6.9		147.38	32.9167	19.0202
6670 復盛應用	2019	12	31	23519885	35.89	25.6	7.77	1817874	11.89761461	180.67	43.8	99.56	4.46	0.5085	165.89	19.0202	1.3721
6670 復盛應用	2020	12	31	22733705	17.79	22.9	-46.47	2835265	14.00830587	128.17	51.7	65.17	3.8	0.7433	168.01	1.3721	
6671 三能-KY	2015	12	31			40.61				163.22	46.69	47.03					
6671 三能-KY	2016	12	30		25.59	40.22	-11.16	-59551		232.43	38.29	53.63					
6671 三能-KY	2017	12	29		16.88	38.22	-24.02	424270		229	32.09	51.26					4.87
6671 三能-KY	2018	12	28	2642625	11.45	37.52	-27.04	-5702	7.133122271	295.76	26.96	56.32	6.9		35.62	4.87	-10.2467
6671 三能-KY	2019	12	31	2223450	11.51	36.89	6.9	236540	3.117835788	277.45	26.48	53.13	8.2	0.3828	31.99	-10.2467	15.1771
6671 三能-KY	2020	12	31	2375325	13.34	40.11	17.37	196657	1.074290464	279.98	26.15	81	7.67	0.3387	36.84	15.1771	
6672 騰輝電子-KY	2014	12	31			14.92				76.24	89.84	0.77					
6672 騰輝電子-KY	2015	12	31		-14.36	16.07	-29.93	180204		71.33	94.16	0.74					
6672 騰輝電子-KY	2016	12	30		97.14	18.03	922.02	-36577		82.43	86.49	7.33					
6672 騰輝電子-KY	2017	12	29		34.03	25.2	-28.63	-306590	55.91170748	101.77	73.4	4.79					-1.7842
6672 騰輝電子-KY	2018	12	28	4445443	27.9	24.86	35.85	-202212	38.32889815	133.4	58.73	6.62	5.32			-1.7842	65.1361
6672 騰輝電子-KY	2019	12	31	6719195	22.92	28.13	16.4	-161106	5.564910901	198.19	44.11	28.03	5.26	2.0578	87.62	65.1361	-24.0662
6672 騰輝電子-KY	2020	12	31	4858872	15.52	29.47	-20.88	510324	6.229296375	182.16	44.99	51.78	4.71	0.9477	66.54	-24.0662	
6674 鋐寶科技	2012	12	28			9.59				124.22	76.77						
6674 鋐寶科技	2013	12	31							134.98	68.88						
6674 鋐寶科技	2014	12	31		38.8	16.34		54161		142.97	65.06	7614					
6674 鋐寶科技	2015	12	31		13.62	15.98	-58.4	50148		149.3	60.11	69877					
6674 鋐寶科技	2016	12	30		12.39	11.41	27.8	-410644	14.90544308	131.65	72.36	723.17					35.1351
6674 鋐寶科技	2017	12	29	3017550	12.47	10.84	35.98	48334	0.688210239	144.1	65.07		3.6			35.1351	48.8327
6674 鋐寶科技	2018	12	28	3066946	10.97	13.63	1.22	-55292	0.843879928	218.47	42.39		3.92		32.22	48.8327	-32.8347
6674 鋐寶科技	2019	12	31	1946412	0.6	13.4	-94.3	157011	6.463794035	265.16	35.24	15.42	4.81	0.7297	26.85	-32.8347	15.3322
6674 鋐寶科技	2020	12	31	2149641	2.78	14.17	344.39	99836	5.467561919	236.92	39.58	151.57	3.12	1.064	30.96	15.3322	
6679 鈺太	2012	12	28			23.35				627.22	13.12						
6679 鈺太	2013	12	31							495.97	18.57						
6679 鈺太	2014	12	31		-4.63	21.47		636		291.16	32.18	-5.33					
6679 鈺太	2015	12	31		1.94	20.24	141.46	7865		230.11	37.38	4.03					
6679 鈺太	2016	12	30		4.01	21.91	177.67	-127620	4.511086344	350.1	27.27	11.04					
6679 鈺太	2017	12	29		7.81	24.45	204.48	-136212	2.977185472	351.02	27.71	53.89					-8.491
6679 鈺太	2018	12	28	2308526	18.58	28.42	231.9	-32601	7.557753193	360.29	25.53	295.7	2.86			-8.491	157.5096
6679 鈺太	2019	12	31	7325958	18.6	30.33	48.82	-230699	6.223843935	601.11	16.08	266.98	1.35	1.2806	172.97	157.5096	20.4186
6679 鈺太	2020	12	31	8826341	26.61	34.33	89.93	167828	4.630359957	431.06	22.46	927.62	2.36	1.3472	208.22	20.4186	
6680 鑫創電子	2014	12	31							156.35	65.97						
6680 鑫創電子	2015	12	31		108.37	43.1		-3943		216.78	50.68	188.69					
6680 鑫創電子	2016	12	30		39.28	39.15	-31.8	7588		361.04	34.76	164.84					
6680 鑫創電子	2017	12	29		29.01	36.22	2.07	471	43.16038037	394.89	30.4	167.68					27.4292
6680 鑫創電子	2018	12	28	1017130	22.9	35.65	3.56	-41374	8.277574121	350.78	37.1	148.2	3.68			27.4292	1.6666
6680 鑫創電子	2019	12	31	1067500	15.8	34.88	-3.13	-53856	6.611179925	525.95	23.66	69.22	4.1	-0.1178	53.3	1.6666	2.0378
6680 鑫創電子	2020	12	31	1048075	10.38	34.06	-22.31	44805	6.278757839	441.18	29.33	64.65	3.51	0.4615	54.42	2.0378	
6683 雍智科技	2014	12	31							430.9	17.72						
6683 雍智科技	2015	12	31		42.84	68.23		37210		404.92	20.56						
6683 雍智科技	2016	12	30		25.15	59.98	-22.45	32611		395.66	17.64						
6683 雍智科技	2017	12	29		12.61	54.33	-39.7	-8576	15.1879371	533.94	11.49						42.9537
6683 雍智科技	2018	12	28	2423002	15.93	52.51	43.55	54323	6.497209657	430.91	14.38		3.35			42.9537	205.8065
6683 雍智科技	2019	12	31	6105413	17.86	54.75	41.43	-155517	2.655491166	430.85	17.07	2107.19	1.77	1.6029	218.86	205.8065	40.3794
6683 雍智科技	2020	12	31	8447400	22.82	57.35	61.42	149984	3.554307246	287.71	26.92	3152.19	1.76	1.7428	307.1	40.3794	
6684 安格	2014	12	31							550.55	15.14						
6684 安格	2015	12	31		-17.14	62.53		-2072		395.71	20.55						
6684 安格	2016	12	30		33.61	56.92	363.3	-23776		395.91	22.69						
6684 安格	2017	12	29		36.54	56.58	163.08	-103226	30.18192008	456.91	20.11						-54.9999
6684 安格	2018	12	28	606010	9.86	55.08	-60.57	48352	14.63141483	490.13	18.16		2.24			-54.9999	-14.429
6684 安格	2019	12	31	501220	0.38	46.28	-96.21	11290	18.74939288	590.65	20.52	4.86	0			-14.429	186.3169
6684 安格	2020	12	31	1463496	11.92	50.78	3173.92	9961	6.154748844	448.7	24.67	116.11	2.93			186.3169	
6690 安碁資訊	2014	12	31							52.21	20.94						
6690 安碁資訊	2015	12	31		4.94	35.37		282262		72.9	21.24	29.68					
6690 安碁資訊	2016	12	30		4.54	30.83	-9.25	194786		114.52	17.15	59.39					
6690 安碁資訊	2017	12	29		-0.8	28.03	-109.3	301248	3.204767282	111.04	64.92						1.2498
6690 安碁資訊	2018	12	28	1022949	34.18	40.44	766.15	107269	18.84429887	113.98	61.08	96.85	3.7			1.2498	96.3634
6690 安碁資訊	2019	12	31	1764612	16.97	42.21	16.74	-24477	17.49074708	246.54	30.94	297.46	2.78	4.3109	98.94	96.3634	37.5779
6690 安碁資訊	2020	12	31	2383238	13.74	39.98	21.36	319095	10.98795249	234.48	33.55	428.96	2.31	1.2014	135.96	37.5779	
6697 東捷資訊	2015	12	31			15.04				154.87	54.84	36.05					
6697 東捷資訊	2016	12	30		17.38	10.66	8.9	277708		88.61	70.48	22					
6697 東捷資訊	2017	12	29		17.36	11.99	0.95	-58880		107.54	70.06	11.02					-36.7901
6697 東捷資訊	2018	12	28	520627	16.59	12.36	-2.35	-50921	0.450444225	127.66	70.62	13.13	7.81			-36.7901	1.1737
6697 東捷資訊	2019	12	31	1177621	15.13	13.27	34.12	-180299	1.132651756	276.59	44.94	18.69	4.64		46.15	1.1737	-8.409
6697 東捷資訊	2020	12	31	1038274	12.5	13.36	8.91	206597	2.072703549	170.31	43.73	44.28	5.26	1.0857	36.1	-8.409	
6698 旭暉應材	2015	12	31			40.27				1174.39	5.57						
6698 旭暉應材	2016	12	30		3.26	29.35	-51.72	-40789		1023.05	5.29						
6698 旭暉應材	2017	12	29		5.19	32.16	84.07	-38857		465.56	12.28						116.0406
6698 旭暉應材	2018	12	28	3259125	17.14	38.13	321.25	-77891	7.518663445	310.43	19.31	189.08	1.85			116.0406	34.2648
6698 旭暉應材	2019	12	31	6061316	18.81	44.64	66.29	-310014	7.428501419	389.19	19.4	77.34	1.75		87.34	34.2648	-49.9509
6698 旭暉應材	2020	12	31	2937713	1.75	31.4	-87.5	-184003	9.404649559	356.46	26	10.72	1.13	1.5169	43.73	-49.9509	
6702 興航	2007	12	31		-7.75	2.02	-8138.26	339575		53.13	61.99	-1.24					
6702 興航	2008	12	31		-13.2	0.14	-60.17	275507		60.64	61.16	-2.27					
6702 興航	2009	12	31		0.26	9.77	101.99	679983	6.770452964	73.04	57.92	1.03					-1.4923
6702 興航	2010	12	31	9517801	17.49	20.98	7144.95	514147	15.38354424	105.93	48.13	13.06	2.53			-1.4923	1.3886
6702 興航	2011	12	30	10114515	10.2	17.49	-27.64	274464	8.64889781	106.35	38.93	17.95	1.1	1.186		1.3886	-15.7718
6702 興航	2012	12	28	8507277	2.21	11.68	-75.63	-3298363	7.642671871	76.24	55.09	9.43	0.65	0.7758	15.4	-15.7718	-16.625
6702 興航	2013	12	31	7038594	1.82	6.1	-17.78	-5718990	4.729633531	167.51	64.53	2.12	0.79	0.4597	12.84	-16.625	1.227
6702 興航	2014	12	31	7848033	3.91	12.73	129.24	-4303392	1.111320536	140.53	67.88	3.48	0.8	0.3346	13	1.227	-33.0041
6702 興航	2015	12	31	5284716	-15.32	-11.57	-479.17	1359580	10.55099205	63.91	72.39	-4.46	0	0.7679	8.71	-33.0041	-91.9044
6702 興航	2016	12	30											0.5078	0.7	-91.9044	
6702 興航	2017	12	29												0.69		
6703 軒郁	2015	12	31			38.53				134.8	72.23	202.71					
6703 軒郁	2016	12	30		37.33	55.67	128.82	-166091		252.32	38.76						
6703 軒郁	2017	12	29		35.24	57.31	71.81	83143		242.65	40.02						-16.4615
6703 軒郁	2018	12	28	1715880	42.02	64.97	96.95	-129493	3.472093509	431.86	22.02		7.37			-16.4615	-16.4261
6703 軒郁	2019	12	31	1340340	18.59	65.93	-42.88	198724	12.05650447	421.1	23.09	257.75	10.62			-16.4261	20.2272
6703 軒郁	2020	12	31	2423200	17.09	68.73	12.71	-186662	13.98046137	546.53	17.44	275.23	6.22	0.551	108.46	20.2272	
6706 惠特	2015	12	31			35.55				202.54	43.1	14.1					
6706 惠特	2016	12	30		55.75	46.78	1905.18	101619		142.51	62.62	141.93					
6706 惠特	2017	12	29		43.85	38.17	34.13	-43773		160.51	58.13	622.33					-29.3891
6706 惠特	2018	12	28	3061381	21.55	31.7	-9.43	-163264	17.36154755	138.45	64.05	128.3	7.87			-29.3891	110.7142
6706 惠特	2019	12	31	7875792	15.34	30.08	6.69	-377733	14.99263264	230.31	42.83	40.89	3.39		75.02	110.7142	45.3648
6706 惠特	2020	12	31	11218559	14.41	33.99	8.38	-293998	3.881765062	200.9	50.72	40.73	2.57	1.7071	161.18	45.3648	
6712 長聖	2016	12	30							29240.65	0.34						
6712 長聖	2017	12	29		-13.65		-6855	-241531		4086.47	2.16						101.9997
6712 長聖	2018	12	28	5656000	-10.74		-124.73	-564189		6002.99	1.5		0			101.9997	59.8918
6712 長聖	2019	12	31	9043440	-10.6	20.94	-37	107260	1.721927215	2168.24	7.12	-204.53	0			59.8918	8.9844
6712 長聖	2020	12	31	9906864	-13.13	-25.42	-13.38	26380	1.422005626	1187.08	9.04	-175.6	0			8.9844	
6715 嘉基	2014	12	31							221.97	33.64						
6715 嘉基	2015	12	31		-26.95	22.15		3065		130.32	55.76	-33.62					
6715 嘉基	2016	12	30		-61.29	2.88	-124.14	-179477		152.99	54.72	-66					
6715 嘉基	2017	12	29		22.83	22.5	157.14	-92063	42.29550488	149.92	62.06	15.92					36.3634
6715 嘉基	2018	12	28	4590000	39.64	23.54	263.08	-245636	54.07651277	215.87	43.14	20.92	0.56			36.3634	28.3897
6715 嘉基	2019	12	31	5181300	13.17	24.08	-37.64	-418008	13.39497791	303.03	30.76	23.46	1.98		96.65	28.3897	42.0615
6715 嘉基	2020	12	31	7267500	17.04	30.39	79.06	232002	14.29683998	240.76	36.51	47.7	1.96	1.4815	124.76	42.0615	
6716 應廣	2014	12	31							387	26.55						
6716 應廣	2015	12	31		34.58	39.12		25194		398.56	25.22	1826.22					
6716 應廣	2016	12	30		26.91	37.73	-3.16	21792		419.96	24.1	620.23					
6716 應廣	2017	12	29		22.5	39.7	-1.48	50745	6.112874392	489.31	18.79	240.9					51.6334
8069 元太	2018	12	28	34385080	9.69	41.74	29.28	1795775	1.586894241	287.27	23.3	115.04	6.9	1.3053	25.95	-35.081	11.3662
6716 應廣	2019	12	31	1099538	18.05	39.2	-7.83	98392	2.288194339	396.38	29.8	78.67	5.5			28.792	73.0364
6716 應廣	2020	12	31	1560580	24.73	41.42	64.68	1964	3.341800912	437.66	25.37	147.94	5.71	1.0095	62.68	73.0364	
6727 亞泰金屬	2014	12	31							169.58	50.9						
6727 亞泰金屬	2015	12	31		-2.44	19.06		28364		158.22	54.14	8.22					
6727 亞泰金屬	2016	12	30		7.5	19.95	354.46	137475		135.67	58.05	102.12					
6727 亞泰金屬	2017	12	29		14.01	23.21	64.75	18646	8.28438491	135.84	59.86	53.42					
6727 亞泰金屬	2018	12	28		24.49	32.74	101.43	31000	8.571956214	121.41	72.22	41.92					76.1113
6727 亞泰金屬	2019	12	31	1196667	21.69	28.62	3.4	41783	5.426060572	135.11	63.12	103.3	3.02			76.1113	9.8482
6727 亞泰金屬	2020	12	31	1218000	12.98	24.81	-21.36	-118343	6.002557788	130.98	65.64	43.48	4.31		56.06	9.8482	
6728 上洋	2014	12	31							72.98	51.02						
6728 上洋	2015	12	31		10.57	50.43		55774		57.19	42.88	55.48					
6728 上洋	2016	12	30		19.46	43.44	115.42	55760		82.53	48.15	214.36					
6728 上洋	2017	12	29		19.01	40.11	18.68	57549	5.007797254	98.2	46.5	29.55					
6728 上洋	2018	12	28		12.36	36.57	-24.09	44978	3.975655082	111.82	51.06	19.72					41.6558
6728 上洋	2019	12	31	1139320	30.24	34.42	203.71	30813	9.037235934	158.89	49.4	23.51	7.03			41.6558	39.535
6728 上洋	2020	12	31	1380000	16.51	36.79	-21.73	-46919	9.357971646	310.5	28.96	31.3	7		56.99	39.535	
6732 昇佳電子	2016	12	30			15.8				202.74	43.92	18.75					
6732 昇佳電子	2017	12	29		2.21	15.02	2.71	-48368		193.61	48.02	75.68					
6732 昇佳電子	2018	12	28		77.63	33.55	6045.7	-60555		200.89	54.2	1455.52					265.7104
6732 昇佳電子	2019	12	31	29015430	110.02	42.01	305.46	63836	55.31769548	242.74	44.03	2485.45	2.86			265.7104	65.2073
6732 昇佳電子	2020	12	31	33260160	42.86	40.18	3.22	-1141451	33.58702775	381.64	26.8	1125.9	3.31	1.5703	657.92	65.2073	
6733 博晟生醫	2016	12	30							332.08	15.28	-67865					
6733 博晟生醫	2017	12	29		-51.27		-103.85	-205586		291.2	18.27						
6733 博晟生醫	2018	12	28		-33.84		-21.04	-445269		3159.32	2.62						-25.4998
6733 博晟生醫	2019	12	31	2443600	-26.67	12.66	2.72	-80849	12.65157302	2551.28	2.96		0			-25.4998	30.013
6733 博晟生醫	2020	12	31	3574200	-22.51	52.48	10.63	-275300	5.731250591	2992.1	2.86	-29117.8	0			30.013	
6741 91APP*-KY	2017	12	29			68.83				122.14	80.06	9991					
6741 91APP*-KY	2018	12	28		19.12	67.56	544.39	-277485		152.3	64.64	69360					
6741 91APP*-KY	2019	12	31		16.81	66.87	39.26	59453		175.7	54.33	337.57					
6741 91APP*-KY	2020	12	31		27.35	72.66	101.55	75183	5.540165461	177.01	53.03	390.98					
6743 安普新	2016	12	30			29.86				151.16	49.81	19.62					
6743 安普新	2017	12	29		20.18	24.4	-17.18	-190456		151.81	52.57	15.66					
6743 安普新	2018	12	28		25.63	23.08	45.39	91878		165.79	50.51	22.78					11.3667
6743 安普新	2019	12	31	3501368	6.52	24.99	-69.81	-81278	9.844543328	119.58	52.75	9.44	1.35			11.3667	30
6743 安普新	2020	12	31	15860000	20.52	24.91	407.13	-1028544	9.893636002	126.36	54.45	20.56	1.26		103.8	30	
6747 亨泰光	2015	12	31							207.54	37.72						
6747 亨泰光	2016	12	30		30.49	63.61		20863		151.75	40.39	40.15					
6747 亨泰光	2017	12	29		16.93	60.34	-32.76	64748		129.75	46.16	20.82					
6747 亨泰光	2018	12	28		17.72	62.48	22.43	24190	7.611073074	199.71	28.78	24.9					120.0002
6747 亨泰光	2019	12	31	2904000	19.97	66.23	61.51	-61117	1.577350099	434.71	16.59	56.45	3.44			120.0002	10.167
6747 亨泰光	2020	12	31	3102000	17.32	66.4	8.25	113802	1.428577381	432.62	16.4	140.08	4.19			10.167	
6751 智聯服務	2017	12	29			7.95				393.15	25.19						
6751 智聯服務	2018	12	28		28.96	10.93	21722.32	-17628		126.51	81.57	451.47					133.8888
6751 智聯服務	2019	12	31	702860	19.25	12.77	18.81	-69237		150.14	68.22	42.38	3.25			133.8888	30.0001
6751 智聯服務	2020	12	31	1016340	10.89	13.77	6.01	-120234	9.043400909	265.22	39.86	46.5	2.69		75.46	30.0001	
6752 叡揚資訊	2016	12	30			38.29				131.37	49.23	13.72					
6752 叡揚資訊	2017	12	29		9.71	43.09	237.89	25418		125.84	52.5	70.98					
6752 叡揚資訊	2018	12	28		19.47	47.38	131.51	37227		130.56	50.86	232.37					
6752 叡揚資訊	2019	12	31		19.47	52.09	21.4	28839	5.634938627	138.08	50.73	474.4					10.7142
6752 叡揚資訊	2020	12	31	1655400	19.63	51.64	37.55	-93764	0.092376043	171.61	44.37	746.14	3.55		56.48	10.7142	
6754 匯僑設計	2016	12	30			20.07				118.91	70.71	25.31					
6754 匯僑設計	2017	12	29		15.48	23.94	260.75	-712433		145.79	51.59	50.4					
6754 匯僑設計	2018	12	28		11.5	20.84	-3.2	916865		106.04	69.23	31.19					17.4422
6754 匯僑設計	2019	12	31	3030000	14.49	23.3	8.26	-337086	2.072060166	135.69	60.59	51.74	5.54			17.4422	-8.3329
6754 匯僑設計	2020	12	31	2722500	12.08	26.44	3.66	-280618	1.585591372	181.79	49.43	80.03	6.79	0.6928	38.82	-8.3329	
6756 威鋒電子	2015	12	31							208.47	45.25						
6756 威鋒電子	2016	12	30		1.04	52.45		12503		215.97	42.16						
6756 威鋒電子	2017	12	29		20.39	47.91	2528.95	-161973		273.13	35.31						
6756 威鋒電子	2018	12	28		18.92	49.06	29.2	-10980	10.77247882	339.07	29.26						143.1664
6756 威鋒電子	2019	12	31	8754000	30.66	51.83	95.96	148390	6.396110797	308.55	30.84	721.26	2.26			143.1664	41.6667
6756 威鋒電子	2020	12	31	16065000	18.28	48.78	31.16	-1262880	6.970193685	664.38	13.94	2104.86	1.89		234.64	41.6667	
6762 達亞	2015	12	31							118.64	65.85						
6762 達亞	2016	12	30		72.81	36.64		1564		213.11	40.02	123.9					
6762 達亞	2017	12	29		11.38	27.45	-56.77	-103693		163.42	22.99						
6762 達亞	2018	12	28		0.96	19.9	-87.17	-27024	38.8257728	207.26	15.02						32.5001
6762 達亞	2019	12	31	2931642	33.65	50.05	4344.9	-7862	16.69912872	240.59	32.67	85.6	2.52			32.5001	0.7538
6762 達亞	2020	12	31	5600880	27.27	59.18	101.78	-534085	17.32799565	728.06	34.36	132.09	2.96		252.7	0.7538	
6767 台微醫	2016	12	30			60.73				961.44	10.76	2.37					
6767 台微醫	2017	12	29		-3.05	55.36	-1979.87	40791		671.84	8.72	-138.33					
6767 台微醫	2018	12	28		-13.24	55.79	-315.36	10829		470.32	10.52	-12626.5					-22.8949
6767 台微醫	2019	12	31	773227	2.65	57.27	128.69	-117856	8.050033126	788.87	14.68	12.83	0			-22.8949	39.249
6767 台微醫	2020	12	31	1076712	-3.78	64.47	-287.1	21646	7.99300319	672.9	12.76	-22.1	0			39.249	
6768 志強-KY	2017	12	29			25.34				289.81	29.27	58.35					
6768 志強-KY	2018	12	28		13.78	22.07	-41.68	60817		284.44	31.03	33.46					
6768 志強-KY	2019	12	31		9.48	21.53	-25.59	1015860		263.72	37.55	11.63					
6768 志強-KY	2020	12	31		3.73	18.57	-60.98	1161630	5.042403527	279.01	33.83	6.05					
6776 展碁國際	2016	12	30			4.76				171.03	59.2	44.83					
6776 展碁國際	2017	12	29		5.48	4.49	36.96	14649		160.5	62.71	46.81					
6776 展碁國際	2018	12	28		6.46	4.59	40.6	136494		150.4	65.73	31.48					
