公司	年	月	日	季底普通股市值	ROE(A)－稅後	營業毛利率	稅後淨利成長率	自由現金流量(D)	ROE標準差(Rolling三年)	流動比率	負債比率	利息保障倍數	現金股利率	CAPM_Beta 一年	收盤價(元)_年	近一年報酬率 %	下一年成長
6776 展碁國際	2019	12	31		9.08	4.59	27.9	441601	1.861218239	130.05	69.69	23.33					92.0743
6776 展碁國際	2020	12	31	2702864	13.13	4.12	54.69	131784	3.360451359	133.69	68.11	23.51	6.04			92.0743	
6781 AES-KY	2017	12	29			19.39				170.12	51.22	90.11					
6781 AES-KY	2018	12	28		22.13	21.52	93.82	-287879		215.24	41.87	243.53					
6781 AES-KY	2019	12	31		23.87	26.98	36.11	237028		213.45	42.81	3795.65					
6781 AES-KY	2020	12	31		28.53	31.98	49.29	24654	3.309159007	198.71	45.72	1011.32					
6788 華景電	2016	12	30							312.98	35.47						
6788 華景電	2017	12	29		30.27	57.63		43999		507.05	26.08	161.17					
6788 華景電	2018	12	28		12.45	55.86	-55.79	90761		578.07	24.71	83.14					
6788 華景電	2019	12	31		23.88	51.09	111.14	22564	9.028006424	398.59	27.96	150.61					20.4407
6788 華景電	2020	12	31	2587631	22.91	51.52	16.57	30185	6.337683594	460.9	25.92	224.91	4.88			20.4407	
6790 永豐實	2017	12	29			17.01				77.45	73.33	2.98					
6790 永豐實	2018	12	28		7.17	15.48	204.67	64627		82.8	71.15	6.08					
6790 永豐實	2019	12	31		17.37	22.38	167.46	-371336		112.58	62.99	15.96					17.0886
6790 永豐實	2020	12	31	11326903	42.6	31.89	211.9	600601	18.2385937	169.1	45.88	57.32	8.65			17.0886	
6803 崑鼎	2007	12	31		21.07	16.7	616.43	-213127		191.72	77.94	8.4					-4.9233
6803 崑鼎	2008	12	31	2052000	27.9	23.62	160.53	709741		147.93	62.78	8.11	12.43			-4.9233	122.7353
6803 崑鼎	2009	12	31	4299700	25	23.38	13.87	326240	3.42791968	167.69	60.19	27.9	7.36			122.7353	77.6694
6803 崑鼎	2010	12	31	7622604	25.49	23.81	23.61	235956	1.552320843	207.87	53.27	41.69	4.7	1.6803	73.53	77.6694	10.6032
6803 崑鼎	2011	12	30	8264620	25.09	25.75	38.63	535893	0.260832002	198.04	54.34	20.31	5.98	0.6371	81.34	10.6032	8.4141
6803 崑鼎	2012	12	28	8622524	21.73	28.65	20.61	616734	2.065074656	189.94	44.15	29.44	6.35	0.3443	87.54	8.4141	44.174
6803 崑鼎	2013	12	31	12440026	17.34	26.4	-3.02	468734	3.886390785	217.6	36.83	38.36	4.68	0.48	126.32	44.174	-11.8657
6803 崑鼎	2014	12	31	10592718	17.45	26.32	9.31	856527	2.503417664	202.83	35.25	65.81	5.73	0.2803	111.41	-11.8657	4.217
6803 崑鼎	2015	12	31	10570851	17.48	25.99	5.26	620208	0.073711148	198.26	35.85	96.8	6.05	0.2553	116.26	4.217	14.1178
6803 崑鼎	2016	12	30	11564214	28.12	36.33	70.61	900998	6.151685406	273.84	28.09	285.75	6.55	0.2586	132.79	14.1178	1.1917
6803 崑鼎	2017	12	29	10990245	18.28	28.11	-32.94	1037728	5.925582953	279.42	25.88	291.64	5.89	0.164	134.14	1.1917	9.9907
6803 崑鼎	2018	12	28	11575613	18.41	26.98	2.19	1234932	5.643973187	238.81	40.27	166.01	6.27	0.1687	148.58	9.9907	27.5386
6803 崑鼎	2019	12	31	14024945	19.29	25.26	8.33	1431564	0.549454275	205	41.38	38.4	5.18	0.1823	189.67	27.5386	10.0741
6803 崑鼎	2020	12	31	15117132	18.64	24.67	-1.32	1668153	0.456398948	164.96	42.84	43.89	5.02	0.4475	208.75	10.0741	
7402 邑錡	2011	12	30			31.52				162.25	49.06	237.41					
7402 邑錡	2012	12	28		8.27	42.68	19.34	260		181.43	46.13	189.39					
7402 邑錡	2013	12	31		6.78	43.5	66.06	-79506		304.1	30.87	36.33					100.0001
7402 邑錡	2014	12	31	1650000	16.15	46.9	329.45	-29000	5.03506703	335.84	28.11	2204.21	0.14			100.0001	26.0527
7402 邑錡	2015	12	31	1795867	13.8	46.49	41.36	-114196	4.875103418	506.21	19.11		2.3		82.13	26.0527	-24.824
7402 邑錡	2016	12	30	1312220	11.63	41.01	5.75	57510	2.260597266	441.18	21.78		0.56	0.773	47.36	-24.824	-23.1834
7402 邑錡	2017	12	29	998262	5.14	30.75	-58.24	49117	4.506007102	553.74	16.57		0.73	0.236	36.39	-23.1834	0.8226
7402 邑錡	2018	12	28	997409	10.08	31.42	98.45	36071	3.38935097	389	22.28		2.67	0.3137	36.7	0.8226	-7.3421
7402 邑錡	2019	12	31	901548	7.26	31.34	-25.56	43260	2.478252072	447.08	20.12	117.3	0.96	0.3479	34.01	-7.3421	-16.579
7402 邑錡	2020	12	31	717171	7.68	33.5	2.83	44908	1.52144668	416.83	22.76	79.06	2.25	0.34	28.38	-16.579	
7556 意德士	2016	12	30			34.75				271.63	34.01						
7556 意德士	2017	12	29		20.42	34.36	42.11	12052		277.72	32.48						
7556 意德士	2018	12	28		24.38	37.22	39.95	-64388		262.81	43.94	286.34					62.8002
7556 意德士	2019	12	31	1505900	20.13	40.62	3.62	-22008	2.374454323	300.75	38.58	43.92	2.46			62.8002	21.0224
7556 意德士	2020	12	31	2277609	13.75	42.5	11.35	-147512	5.350448579	504.74	16.08	56.95	1.97	0.81	101.59	21.0224	
8008 建興電	2007	12	31	22724227	9.1	16.45	156.14	2649576		134.48	51.07	90.72	5.78	1.03	18.91	-12.3452	-46.3098
8008 建興電	2008	12	31	11538608	6.47	16.63	-26.82	2730906		137.95	46.1		7.89	1.0486	10.23	-46.3098	153.6494
8008 建興電	2009	12	31	28566689	9.31	18.9	46.62	740792	1.582540152	135.96	49.99	452.09	4.53	1.0722	25.96	153.6494	8.995
8008 建興電	2010	12	31	30093973	14.45	19.49	65.96	273713	4.044865057	157.75	46.45	405.53	7	0.9248	28.26	8.995	-19.0975
8008 建興電	2011	12	30	22548095	12.3	17.87	-9.66	1612145	2.581414341	161.39	47.68	391.03	9.26	0.9452	22.76	-19.0975	7.6252
8008 建興電	2012	12	28	22892997	11.24	17.45	-5.48	1934722	1.635552914	190.87	40.34	328.92	8.85	0.8841	24.95	7.6252	
8008 建興電	2013	12	31												32.75		
8011 台通	2007	12	31		2.7	7.51	9.98	-148361		114.26	63.07	1.79					
8011 台通	2008	12	31		10.87	11.69	340.13	4006		132.41	53.08	4.49					
8011 台通	2009	12	31		24.45	22.12	169.44	38969	10.98656604	174.99	41.29	20.87					113.8147
8011 台通	2010	12	31	2739990	26.53	22.85	25.89	122898	8.504688903	254.98	32.5	47.6	5.72		33.07	113.8147	36.7206
8011 台通	2011	12	30	2879802	17.96	17.81	-18.71	-86523	4.470111855	326.06	28.83	49.88	2.4	0.4968	33.68	36.7206	5.9742
8011 台通	2012	12	28	3170306	13.29	21.39	-8.07	-140641	6.71505026	394.52	34.56	41.18	2.99	1.4336	33.97	5.9742	7.3964
8011 台通	2013	12	31	3292849	6.08	22.46	-34.87	-464854	5.985084238	263.85	36.66	12.4	3.36	0.8497	36.52	7.3964	9.3945
8011 台通	2014	12	31	4127221	0.78	17.52	-81.32	-799320	6.279254202	275.34	39.77	3.25	2.52	1.129	40.05	9.3945	-56.1599
8011 台通	2015	12	31	1874537	-2.36	15.5	-459.62	260047	4.265817624	280.9	35.55	-0.47	0	1.4555	17.61	-56.1599	15.2169
8011 台通	2016	12	30	2159898	0.19	18.23	108.62	-195471	1.668841914	292.4	40.11	1.92	2.98	0.7925	20.3	15.2169	-7.4712
8011 台通	2017	12	29	2301228	-0.96	16.61	-610.82	179214	1.27704085	251.58	40.49	1.1	0	1.1503	19	-7.4712	-6.7356
8011 台通	2018	12	28	2135160	-2.24	13.14	-135.96	171696	1.215579423	247.35	41.74	0	0	1.3135	17.63	-6.7356	0.8337
8011 台通	2019	12	31	2152953	-3.56	11.57	-54.6	-381277	1.300051281	194.74	49.79	-0.78	0	0.9399	17.78	0.8337	37.4295
8011 台通	2020	12	31	3501714	-1.85	13.16	46.92	175899	0.896158468	181.41	44.46	0.08	0	1.235	24.55	37.4295	
8016 矽創	2007	12	31	11786690	27.17	25.8	5.88	411637		264.62	31.45	34155.35	3.93	1.0275	51.53	39.8623	-69.6656
8016 矽創	2008	12	31	3340080	16.63	22.89	-37.4	1073282		298.73	27.21	100.62	3.33	1.2369	16.03	-69.6656	124.5134
8016 矽創	2009	12	31	7506655	15.88	25.46	-4.99	161327	6.312925893	326.12	25.42	862.1	3.08	1.2827	36.04	124.5134	4.818
8016 矽創	2010	12	31	7591322	15.24	26.4	9.06	161479	0.695725041	263.28	30.1	285.95	3.58	1.137	37.8	4.818	-46.5623
8016 矽創	2011	12	30	3875222	7.71	25.85	-46.4	211898	4.543482512	302.1	24.87	280.95	6.1	1.2789	20.19	-46.5623	24.6497
8016 矽創	2012	12	28	4578196	9.24	25.42	22.28	399156	3.979987437	293.04	26	408.92	6.45	1.3636	25.26	24.6497	26.7516
8016 矽創	2013	12	31	5480762	10.97	23.95	22.72	112416	1.631022174	312.51	25.83	355.33	6.52	0.8272	32.03	26.7516	85.3593
8016 矽創	2014	12	31	9697752	18.53	27.2	82.66	745802	4.94048918	216.27	35.32	477.55	5.53	0.9985	59.44	85.3593	19.8242
8016 矽創	2015	12	31	11115482	20	26.78	17.71	465657	4.845193495	222.87	35.99	120.93	5.36	1.0902	71.27	19.8242	15.2994
8016 矽創	2016	12	30	12365293	23.42	28.28	29.93	400192	2.50896393	256.98	31.86	849.61	5.85	1.1583	82.23	15.2994	-12.4318
8016 矽創	2017	12	29	10075221	17.8	26.66	-18.91	1218596	2.831983992	265.66	28.91	257.16	6.58	1.0189	71.58	-12.4318	26.6988
8016 矽創	2018	12	28	12082814	19.87	27.78	13.75	698149	2.842293675	218.15	37.78	122.07	4.97	1.3432	90.44	26.6988	72.576
8016 矽創	2019	12	31	20122780	32.82	31.77	91.17	664973	8.140309167	224.3	38.61	204.66	3.88	1.6244	156.09	72.576	1.4248
8016 矽創	2020	12	31	19522100	27.25	34.67	11.66	-464482	6.496047516	275.16	32.84	356.74	4.62	1.3864	158.44	1.4248	
8017 展茂	2007	12	31			-23.61	75.87	-321167		6.73	148.35	-4.43			1.29		
8017 展茂	2008	12	31				67.77	-1674161		18.25	164.77	-0.56					
8017 展茂	2009	12	31				10.82	-100281		18.67	179.85	-0.41					
8017 展茂	2010	12	31				13.76	-1999015		16.09	244.99	-0.27					
8017 展茂	2011	12	30				433.73	-3068994		1.66	175.03	17.96					
8021 尖點	2007	12	31	7542051	23.82	41.99	40.2	-194980		146.77	46.67	14.32	3.53	1.1421	35.56	22.2817	-77.9467
8021 尖點	2008	12	31	1563018	10.44	33.99	-49.56	-214671		142.43	54.97	4.27	0.68	1.1389	7.86	-77.9467	163.1434
8021 尖點	2009	12	31	4451739	7.06	29.14	-26.39	-167088	8.863280055	192.46	41.7	4.74	0.87	1.0761	20.77	163.1434	-3.6527
8021 尖點	2010	12	31	4330138	8.74	35.08	40.23	19113	1.690009862	218.83	40.67	7.56	2.58	1.0388	20.02	-3.6527	-40.1746
8021 尖點	2011	12	30	2799623	8.31	34.8	10.78	-94771	0.872716067	244.54	32.82	9.41	3.94	1.1956	11.99	-40.1746	-0.3533
8021 尖點	2012	12	28	2655336	6.95	31.64	-7.12	189478	0.934398202	268.97	31.69	10.45	4.18	0.9972	11.89	-0.3533	30.1957
8021 尖點	2013	12	31	3323585	6.56	29.09	-0.8	-38081	0.918712868	315.54	30.46	11.64	3.8	0.7932	15.5	30.1957	39.1242
8021 尖點	2014	12	31	4532811	8.2	29.6	37.15	341448	0.856757453	239.35	33.11	15.59	4.29	1.0245	21.57	39.1242	-14.4912
8021 尖點	2015	12	31	3675968	8.05	31.69	4.61	79411	0.906660539	320.82	28.87	16.48	5.86	1.1017	18.47	-14.4912	-9.578
8021 尖點	2016	12	30	3125769	5.46	28.12	-33.25	542357	1.540465298	332.99	26.37	13.76	4.61	0.9012	16.72	-9.578	14.6447
8021 尖點	2017	12	29	3428777	5.02	27.06	-10.37	164825	1.637202899	383.24	25.93	16.95	1.84	0.6941	19.08	14.6447	-19.3618
6411 晶焱	2018	12	28	5229280	24.9	40.13	26.29	250667	1.488265209	296.36	26.32	843.13	5.97	1.344	56.73	-7.9694	57.4261
8021 尖點	2019	12	31	3206159	4.44	28.58	-20.29	-15556	0.525959441	452.97	24.52	22.91	5.32	0.6516	20.66	33.8311	29.3359
8021 尖點	2020	12	31	3931277	6.54	32.63	49.88	-124088	1.05	455.53	24.77	49.22	5.71	1.075	26.67	29.3359	
8024 佑華	2007	12	31	2272892	22.45	37.72	14.52	315742		563.59	15.26		7	1.5057	22.45	-18.2503	-61.8254
8024 佑華	2008	12	31	782417	10.53	31.77	-55	339616		537.88	15.98		11.5	1.2008	8.63	-61.8254	150.2004
8024 佑華	2009	12	31	1809719	8.51	33.6	-24.93	174273	7.53315339	533.47	16.34		3.71	1.259	21.65	150.2004	-6.1126
8024 佑華	2010	12	31	1644250	12.64	33.05	51.79	97869	2.065163432	598.5	15.21		6.22	1.1142	20.33	-6.1126	-45.5223
8024 佑華	2011	12	30	798322	2.33	28.41	-82.38	181738	5.18885665	650.61	13.29		1.49	0.8722	11.08	-45.5223	-4.8495
8024 佑華	2012	12	28	702795	2.23	28.79	-15.02	130342	5.981557768	677.06	12.76		6.54	0.663	10.71	-4.8495	9.6696
8024 佑華	2013	12	31	715300	3.8	29.94	62.23	74908	0.878995639	621.79	13.89		6.42	0.5532	11.73	9.6696	14.9726
8024 佑華	2014	12	31	742528	6.43	33.39	67.81	71516	2.122176556	534.58	16.15	12353	3.1	0.8046	13.48	14.9726	-29.8067
8024 佑華	2015	12	31	487116	1.17	30.82	-82	53710	2.63	699.71	13.09		1.87	0.5525	9.46	-29.8067	12.6614
8024 佑華	2016	12	30	533751	1.62	31.27	34.71	33099	2.915653157	648.52	14.53		2.54	0.4756	10.66	12.6614	0.0839
8024 佑華	2017	12	29	515346	0.7	32.83	-57.41	47546	0.46003623	648.66	14.54		2.63	0.5507	10.59	0.0839	-7.3497
8024 佑華	2018	12	28	462434	0.93	28.79	31.03	33511	0.47878318	778.55	12.83		2.93	0.6386	9.87	-7.3497	10.9939
8024 佑華	2019	12	31	494502	-2.9	27.01	-401.09	36476	2.147936995	949.25	11.14		0	0.2255	10.95	10.9939	14.1552
8024 佑華	2020	12	31	564500	-6.17	28.22	-102.35	6090	3.553678845	1013.12	10.07		0	0.8522	12.5	14.1552	
8027 鈦昇	2007	12	31	281318	-2.53	28.65	-189.49	91014		120.39	57.86	0.02	0			-16.6668	
8027 鈦昇	2008	12	31	31132	-27.49	23.57	-877.76	-68738		117.99	59.56	-7.47	0				
8027 鈦昇	2009	12	31	31132	-29.77	21.67	-45.02	-58271	15.11190259	101.48	70.33	-7.5	0				
8027 鈦昇	2010	12	31		33.57	25.01	148.05	22613	35.92927683	118.31	64.14	12.03					
8027 鈦昇	2011	12	30		3.4	26.93	-87.27	-58047	31.68183865	136.39	58.26	3.05					
8027 鈦昇	2012	12	28		19.31	27.25	559.63	43004	15.09251801	139.8	58.22	10.63					-27.2224
8027 鈦昇	2013	12	31	585688	4.87	25.63	-68.8	-96013	8.7920665	156.3	52.61	5.39	1.53			-27.2224	96.6253
8027 鈦昇	2014	12	31	1270225	16.71	29.32	364.62	-54602	7.696960439	153.94	52.33	14.28	5.28			96.6253	-28.783
8027 鈦昇	2015	12	31	1138634	0.32	27.19	-97.66	-282940	8.460892388	218.07	51.76	2.3	1.46	0.6653	19.1	-28.783	-31.533
8027 鈦昇	2016	12	30	748112	-16.48	23.59	-4982.69	298248	16.59542206	133.06	58.71	-11.19	0	0.8765	13.08	-31.533	193.0208
8027 鈦昇	2017	12	29	3127560	-10.5	25.22	26.61	-472210	8.515405647	200.34	41.31	-12.18	0	1.653	38.25	193.0208	-20.6588
8027 鈦昇	2018	12	28	2523030	8.01	28.23	197.97	-261053	12.76806302	268.23	48.58	14.06	0.94	1.066	29.93	-20.6588	9.2066
8027 鈦昇	2019	12	31	2704505	-7.45	23.75	-191.57	141066	9.924164113	285.06	49.25	-9.85	0	0.6582	32.69	9.2066	194.2773
8027 鈦昇	2020	12	31	8346609	11.98	32.17	275.43	204767	10.26561737	203.37	42.12	22.8	1.25	1.1457	96.19	194.2773	
8028 昇陽半導體	2007	12	31	1228920	-1.38	12.32	-125.01	-296768		150.03	67.92	0.65	0			12.1845	
8028 昇陽半導體	2011	12	30			32.33				85.83	103.51	9.17					
8028 昇陽半導體	2012	12	28		310.38	39.26	44.88	679015		49.48	85.39	15.61					
8028 昇陽半導體	2013	12	31		87.43	44.65	97.76	-553818		168.27	48.63	29.48					-8.3635
8028 昇陽半導體	2014	12	31	5888131	35.57	42.68	-9.85	-39275	146.0118136	241.24	30.83	36.27	1.98			-8.3635	-52.1022
8028 昇陽半導體	2015	12	31	2709241	11.67	34.82	-57.76	-139114	38.73036535	203.44	37.17	19.18	6.47			-52.1022	-8.0188
8028 昇陽半導體	2016	12	30	2336560	11.88	33.96	4.25	218810	13.73845091	172.18	39.58	20.47	7.5			-8.0188	74.361
8028 昇陽半導體	2017	12	29	3912570	10.41	32.73	-12.37	92038	0.795047168	156.77	43.44	19.25	4.78			74.361	58.5374
8028 昇陽半導體	2018	12	28	5163912	10.36	33.98	19.02	-263085	0.863500627	215.03	32.37	24.85	4.1	1.897	33.82	58.5374	96.8032
8028 昇陽半導體	2019	12	31	9798192	13.46	33.58	59.4	-1131017	1.77552809	249.42	54.27	21.41	2.7	1.405	66.73	96.8032	-17.8575
8028 昇陽半導體	2020	12	31	7772350	4.82	21.6	-63.55	1116222	4.377046188	108.85	54.64	3.85	1.02	1.5494	54.79	-17.8575	
8032 光菱	2007	12	31	901494	9.42	10.18	108.79	36949		204.44	44.36	268.4	8.05	0.7825	7.68	10.8917	-61.0644
8032 光菱	2008	12	31	315523	5.56	8.88	-47.42	67031		204.81	45.05	54	8.21	0.702	2.98	-61.0644	237.9214
8032 光菱	2009	12	31	1025838	7.71	9.82	39.63	40942	1.934175104	185.46	49.77	241.74	5.05	0.9065	10.08	237.9214	73.2401
8032 光菱	2010	12	31	1709730	19.29	9.61	172.99	54459	7.385027646	158.92	59.24	412.41	3.64	1.4103	17.47	73.2401	-12.5698
8032 光菱	2011	12	30	1417004	14.25	10.95	-17.42	51272	5.806169133	201.8	46.58	98.45	4.75	0.5331	15.31	-12.5698	-10.7444
8032 光菱	2012	12	28	1181268	9.98	10.78	-26.34	118085	4.660303996	202.73	46.98	95.84	5.7	0.4944	13.42	-10.7444	77.25
8032 光菱	2013	12	31	2002457	17.14	13.59	84.19	30683	3.602096612	239.98	41.03	205.59	5.69	0.5438	23.8	77.25	-10.9536
8032 光菱	2014	12	31	1678644	14.29	14.21	-8.12	93963	3.604723753	281.36	35.93	865.4	7.1	0.5524	21.21	-10.9536	-6.9989
8032 光菱	2015	12	31	1450680	9.45	13	-31.46	122106	3.887677113	264.99	38.25	359.79	4.64	0.2935	19.74	-6.9989	-6.7197
8032 光菱	2016	12	30	1284888	8.52	11.78	-8.74	91319	3.097940176	217.27	45.79	101.06	7.26	0.2836	18.42	-6.7197	3.2039
8032 光菱	2017	12	29	1235669	7.93	13.3	-5.44	125087	0.766311512	244.75	40.37	50.52	7.13	0.0924	19.07	3.2039	9.9183
8032 光菱	2018	12	28	1274526	9.54	14.97	27.54	167918	0.81451417	279.37	33.64	41.49	8.13	0.3682	20.92	9.9183	11.2347
8032 光菱	2019	12	31	1318565	4.8	12.69	-47.36	146024	2.410276609	359.26	27.52	32.51	4.44	0.2329	23.25	11.2347	-8.36
8032 光菱	2020	12	31	1147592	4.05	11.96	-15.6	424450	2.976860763	205.1	38.48	18.74	4.51	0.4794	21.3	-8.36	
8033 雷虎	2007	12	31	2429058	12.45	47.91	-28.93	55481		360.74	29.37	18.93	4.44	0.9782	27.62	-16.4153	-63.3771
8033 雷虎	2008	12	31	838846	0.73	44.52	-94.1	-18883		279.62	38.66	0.34	2.06	0.8859	10.15	-63.3771	74.7931
8033 雷虎	2009	12	31	1444199	-4.4	40.47	-662.02	-15599	8.637107926	223.49	45.11	-2.29	0	0.7418	17.75	74.7931	-21.5569
8033 雷虎	2010	12	31	1132875	-20.02	33.42	-279.83	164856	10.8078968	136.62	52.98	-20.54	0	0.8676	13.92	-21.5569	-41.5268
8033 雷虎	2011	12	30	662429	-10.65	34.97	54.65	205378	7.861761889	95.66	56.64	-2.28	0	0.6038	8.14	-41.5268	14.0623
8033 雷虎	2012	12	28	803546	-23.52	32.86	-97.4	-15117	6.654369492	85.97	63.22	-3.23	0	0.4685	9.31	14.0623	34.7036
8033 雷虎	2013	12	31	1082402	1.19	29.94	105.1	-221072	12.35857732	114.11	48.54	2.17	0	0.4785	12.54	34.7036	17.0958
8033 雷虎	2014	12	31	1462405	-20	27.07	-2153.72	-301133	13.3665665	127.34	47.57	-3.91	0	0.8632	14.77	17.0958	-28.772
8033 雷虎	2015	12	31	1197180	-19.91	33.62	-9.18	-332291	12.20815438	157.75	38.94	-6.26	0	0.657	10.6	-28.772	-7.527
8033 雷虎	2016	12	30	1107069	-21.83	35.35	0.07	-271815	1.083466658	343.84	23.28	-22.52	0	0.4596	9.8	-7.527	18.0833
8033 雷虎	2017	12	29	1296615	-10.01	31.88	59.84	-217231	6.343090729	285.89	31.54	-7.14	0	-0.0303	11.49	18.0833	-30.7232
8033 雷虎	2018	12	28	890671	-3.9	36.62	62.31	1417	9.115274726	282.27	32.64	-2.94	0	1.0542	7.89	-30.7232	25.3071
8033 雷虎	2019	12	31	1148816	-6.43	36.43	-58.32	67220	3.07	210.88	40.57	-7.08	0	0.5762	9.89	25.3071	43.6281
8033 雷虎	2020	12	31	1650015	3.47	36	152.76	28204	5.143406783	189.67	44.98	5.09	0	0.9051	14.2	43.6281	
8034 榮群	2007	12	31	660755	-4.03	29.67	-141.69	83508		576.13	22.45	-40.09	0	1.0509	9.53	-29.2639	-32.8558
8034 榮群	2008	12	31	430539	3.92	40.05	191.1	98430		638.09	15.99	51.95	2.77	0.8212	6.4	-32.8558	103.1318
8034 榮群	2009	12	31	823636	-8.58	30.79	-306.42	28525	6.326597295	1322.56	8.69	-843.99	0	0.5261	13	103.1318	-44.8091
8034 榮群	2010	12	31	454572	-14.22	23.8	-48.51	-8028	9.283670251	961.72	11.45	-5298.5	0	1.2066	7.18	-44.8091	-30.8437
8034 榮群	2011	12	30	314365	-12.61	27.16	21.65	-6774	2.905242388	868.27	13.1	-3817	0	0.8749	4.96	-30.8437	28.773
8034 榮群	2012	12	28	402387	-6.09	39.98	56.36	818	4.305024197	902.28	14.7	-85.46	0	0.6261	6.35	28.773	29.6874
8034 榮群	2013	12	31	521846	-3	38.24	53.28	-2106	4.905958962	758.41	17.11	-40.04	0	0.5264	8.24	29.6874	-5.0606
8034 榮群	2014	12	31	495439	-1.31	41.1	57.16	7617	2.423929317	864.89	15.84	-16.79	0	0.9245	7.82	-5.0606	-32.1068
8034 榮群	2015	12	31	336371	-2.93	42.01	-119.2	25831	0.956155496	853.96	12.17	-38	0	0.6576	5.31	-32.1068	20.5603
8034 榮群	2016	12	30	405531	-3.58	41.84	-24.32	-2508	1.169030938	969.07	9.44	-47.05	0	0.4179	6.4	20.5603	104.7259
8034 榮群	2017	12	29	817349	21.09	45.05	742.19	-14131	14.0593492	759.76	13.43	313.34	0	0.8654	12.9	104.7259	-37.2546
8034 榮群	2018	12	28	502984	12.14	44.78	-35.33	5023	12.48886037	723.61	13.97	212.19	0	0.7993	7.94	-37.2546	115.6252
8034 榮群	2019	12	31	1084559	9.82	41.03	-9.81	12588	5.951159551	607.61	17.3	79.85	1.16	0.6902	17.12	115.6252	22.3991
8034 榮群	2020	12	31	1317189	1.87	33.21	-80.04	21141	5.386059165	805.21	12.91	20.76	0	1.0004	20.95	22.3991	
8038 長園科	2007	12	31	2040500	-7.84	43.71	39.24	-282834		269.38	29.37	-6.67	0			88.0779	-54.1507
8038 長園科	2008	12	31	1052433	-5.75	19.92	-31.95	-110335		380.55	21.59	-7.91	0			-54.1507	706.583
8038 長園科	2009	12	31	9066176	-9.63	46.68	-89.94	-147313	1.941932028	859.52	28.45	-12.68	0			706.583	-29.5922
8038 長園科	2010	12	31	6406098	-9.54	44.42	7.26	-32304	2.214595524	245.77	39.16	-7.53	0			-29.5922	-41.3044
8038 長園科	2011	12	30	3760101	6.31	67.56	165.22	181707	9.177092858	124.39	39.44	11.2	0			-41.3044	-28.5712
8038 長園科	2012	12	28	2785358	-4.9	58.59	-187.95	-169335	8.148785186	372.32	29.47	-9.05	0			-28.5712	63.328
8038 長園科	2013	12	31	5266084	-9.14	36.99	-158.23	-365728	7.98273345	797.47	20.25	-22.68	0			63.328	-58.316
8038 長園科	2014	12	31	2194473	-15.75	2.34	-94.7	-300260	5.467970373	1302.27	35.5	-35.16	0	1.1861	39.75	-58.316	17.3324
8038 長園科	2015	12	31	2574058	-10.82	-1.91	38.33	370113	3.435583405	136.99	36.86	-11.55	0	0.9705	46.64	17.3324	11.3697
8038 長園科	2016	12	30	2962958	-7.57	22.09	29.21	-158010	4.118652692	129.52	36	-8.09	0	1.1658	51.94	11.3697	-20.3631
8038 長園科	2017	12	29	2357723	-23.8	-101.61	-194.78	-340981	8.587353104	287.85	41.04	-23.78	0	0.924	41.29	-20.3631	50.5968
8038 長園科	2018	12	28	3552215	-26.7	-5.68	10.4	-69615	10.31002586	209.05	48.4	-17.81	0	0.6374	62.55	50.5968	-32.1691
8038 長園科	2019	12	31	2542010	-4.66	22.18	82.21	-169786	11.97574772	397.08	47.88	-1.61	0	0.9222	42.5	-32.1691	-5.882
8038 長園科	2020	12	31	2392480	-9.76	11.85	-123.84	5472	11.53787387	845.63	47.53	-5.26	0	0.9731	40	-5.882	
8039 台虹	2007	12	31	4395038	11.23	26.59	-17	-679489		298.18	29.05	28.94	1.2	1.3633	11.99	-18.1505	-54.6299
8039 台虹	2008	12	31	2003194	6.84	20.66	-25.13	105651		286.93	30.32	14.1	9.72	1.0355	5.48	-54.6299	404.2093
8039 台虹	2009	12	31	9648447	10.2	22.59	58.25	226160	2.295742436	255.43	34.08	24.08	2.13		27.71	404.2093	21.9741
8039 台虹	2010	12	31	11998866	18.93	24.28	114.96	-583546	6.240600933	249.91	43.25	38.2	3.71	1.278	33.8	21.9741	-43.5644
8039 台虹	2011	12	30	6724735	11.19	21.49	-29.25	468168	4.780177821	202.19	41.04	19.31	5.42	1.4531	19.17	-43.5644	18.2094
